Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,major_Arts,major_Business,major_Humanities,major_Medical,major_STEM,use_Copywriting_Drafting,use_Debugging_Troubleshooting,use_Direct_Answer_Generation,use_Ideation,use_Summarizing_Reading,policy_Actively_Encouraged,policy_Allowed_With_Citation,policy_Strict_Ban
2,0.8455633824703611,0.262,1,0.25,1,-1.6405462770043802,0.1111111111111111,0.2222222222222222,0.8063883616887635,-0.5261550603497455,1,0,0,0,0,1,1,0,0,0,0,0,1,0
3,0.9040368611987146,0.011250000000000001,0,0.0,1,-0.1162194482203835,0.0,0.7777777777777777,0.8285806536753704,-1.5411011601282374,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,-1.6332944479066254,0.718,0,0.0,0,-0.5758447133880771,0.7777777777777777,0.6666666666666665,-1.53590718344318,-0.9349946242812891,1,0,0,1,0,0,1,0,0,0,0,0,0,1
3,0.33809712064929254,0.0595,2,0.75,1,0.023413543729295713,0.1111111111111111,0.1111111111111111,1.312776115201354,0.45566223498493724,2,1,0,0,0,0,0,0,0,1,0,1,0,0
1,0.4007472764296718,0.4655,2,1.0,1,0.5974602884113096,0.5555555555555556,0.1111111111111111,0.9536644812362499,0.4940615310448064,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2,0.3255670894932172,0.5990000000000001,1,0.25,1,-0.9055337221581528,0.4444444444444445,0.0,0.2778083161895652,-0.606718289338098,2,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0.2838003189729647,0.017,0,0.0,0,1.2956252481597053,0.0,0.3333333333333333,-0.5271666385973818,-0.08493961934811632,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,1.027248834233459,0.32075000000000004,2,0.75,1,-0.18603594419522293,0.4444444444444445,0.3333333333333333,1.312776115201354,-1.092356445389379,1,0,0,0,0,1,0,1,0,0,0,0,1,0
3,1.221464317152633,0.0315,1,0.75,1,0.9601181980583929,0.1111111111111111,0.5555555555555556,1.2905838232147462,0.9518413742683396,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,-3.5441241992081767,0.018,1,0.25,0,0.10874481658743283,0.4444444444444445,0.4444444444444445,-4.049688621198909,-1.4296679088172455,1,0,0,0,0,1,0,1,0,0,0,0,1,0
4,-0.6058318931084139,0.03175,2,0.5,0,0.9601181980583929,0.2222222222222222,0.4444444444444445,-0.1478801937353622,-0.13312697126638304,1,0,0,0,0,1,0,0,1,0,0,0,1,0
3,0.003962956487273166,0.13899999999999998,1,1.0,0,-0.25585244017006237,0.1111111111111111,0.0,-0.028848809443557707,1.004546290428944,1,0,0,0,1,0,0,0,0,0,1,0,1,0
4,-0.054510522241080384,0.49800000000000005,0,0.25,1,-1.9799320213265168,0.6666666666666665,0.2222222222222222,-0.2870863889240823,-0.647376367519135,2,0,0,0,1,0,0,0,0,0,1,0,1,0
1,1.0147188030773837,0.029249999999999998,1,0.75,1,-1.4621263428464568,0.1111111111111111,0.4444444444444445,0.4109620681092102,-1.4989372271997539,2,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0.32765542801922964,0.0072499999999999995,2,0.5,0,-0.7271137880002294,0.0,0.4444444444444445,-0.4121702164849609,-0.05181081490430816,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2,1.0961640055918753,0.41925,1,0.5,1,-1.9799320213265168,0.4444444444444445,0.3333333333333333,0.5784129985536131,1.5722535302160237,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,-1.5518492453921326,0.03950000000000001,1,0.75,1,0.4132223129221498,0.0,0.4444444444444445,-1.9858054664444056,-0.11279793217586458,2,0,1,0,0,0,0,0,0,1,0,0,1,0
2,-0.12551403212551016,0.10475000000000001,1,0.5,0,-0.07743250601213911,0.1111111111111111,0.1111111111111111,0.20719647805035904,1.2530123237575062,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3,-1.7460647283113067,0.17925000000000002,2,0.5,1,-0.4381510685488103,0.4444444444444445,0.7777777777777777,-1.3381940366534038,0.6709994638696913,1,0,0,0,0,1,0,1,0,0,0,0,1,0
3,0.8205033201582096,0.01025,0,0.5,1,0.017595502398059206,0.0,0.4444444444444445,0.9334896703393335,-0.2822065912635208,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,1.3175278893492142,0.2015,0,0.5,0,-0.5409364654006573,0.2222222222222222,0.3333333333333333,1.1291853360394182,-0.5705777753993978,1,0,0,0,0,1,0,1,0,0,0,0,1,0
3,-0.2048708961139895,0.11675,0,0.5,0,-0.5816627547193135,0.3333333333333333,0.3333333333333333,-0.14586271264566994,0.30055919599801734,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2,-0.2779627445244317,0.36175,1,0.5,0,-0.3586378370219097,0.3333333333333333,0.6666666666666665,0.19710907260190128,-0.982429048825833,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2,0.745323133221755,0.1585,1,0.25,0,1.9414278359269708,0.1111111111111111,0.4444444444444445,1.1957622119992417,1.7657558652628127,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1.4532698935400348,0.1565,1,0.0,0,0.12232024636031837,0.3333333333333333,0.2222222222222222,1.312776115201354,0.065645855396467,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2,0.762029841429856,0.20099999999999998,0,0.25,1,-0.1375522664349177,0.1111111111111111,0.2222222222222222,0.43920680336489304,0.8230907933617213,1,0,1,0,0,0,0,0,1,0,0,1,0,0
3,-1.0464713220970774,0.2195,1,0.5,0,-1.0160765074516487,0.0,0.2222222222222222,-0.9387327808944678,0.8818191285121089,2,0,1,0,0,0,0,0,0,1,0,0,0,1
3,-0.06495221487114329,0.33475000000000005,1,0.25,1,1.8735506870625438,0.4444444444444445,0.3333333333333333,0.5945528472711459,0.5994713633660151,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1,0.8998601841466889,0.27825000000000005,2,0.75,1,0.8999984376356144,0.2222222222222222,0.5555555555555556,1.312776115201354,-1.099132791752885,2,0,0,0,1,0,0,0,0,0,1,0,0,1
3,-1.4891990896117544,0.279,0,0.25,1,0.312376263180715,0.5555555555555556,0.4444444444444445,-0.9004006401903272,-0.4403213397453329,2,1,0,0,0,0,0,1,0,0,0,1,0,0
1,-0.39282136345512547,0.284,1,0.5,1,-0.3276082832553143,0.4444444444444445,0.5555555555555556,-0.39199540558804535,-1.2301421547806726,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3,1.2235526556786462,0.022000000000000002,1,0.75,1,0.32207299873277584,0.3333333333333333,0.0,1.08076578988682,0.3028179781191851,1,0,0,0,1,0,0,0,0,1,0,0,1,0
2,0.003962956487273166,0.004,0,0.0,0,0.7545474043546987,0.1111111111111111,0.4444444444444445,0.08816509375855454,-0.980923194078387,1,0,1,0,0,0,0,0,0,0,1,0,1,0
3,0.5907860822968202,0.512,0,0.25,1,-1.351583557552961,0.5555555555555556,0.1111111111111111,0.3464026732390791,-0.9349946242812891,2,0,0,0,1,0,0,0,1,0,0,1,0,0
2,1.4428282009099718,0.05575,2,0.75,1,0.552855304871829,0.3333333333333333,0.3333333333333333,1.2885663421250546,-1.1232264677120183,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0.21488514761454824,0.24425,2,0.5,1,1.2044759339703317,0.3333333333333333,0.3333333333333333,-0.014726441815716298,0.33067629094693335,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2,-0.27378606747240597,0.0675,0,0.25,0,1.3712597854657815,0.2222222222222222,0.3333333333333333,0.09018257484824681,0.5716130505382669,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0.04364138848151238,0.373,0,0.25,0,-0.09100793578502463,0.1111111111111111,0.7777777777777777,0.3403502299700041,-0.4154747364124768,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1,1.150460807268204,0.165,2,0.5,0,-0.17827855575357426,0.3333333333333333,0.4444444444444445,1.139272741487877,0.12738590004174566,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0.6617895921812499,0.061750000000000006,1,0.5,0,-0.4400904156592225,0.0,0.0,0.6369199501546692,-1.1834606576098519,1,0,0,0,0,1,0,1,0,0,0,0,1,0
3,-2.0509621531091495,0.43425,0,0.0,0,-0.22288353929305482,0.5555555555555556,0.4444444444444445,-2.0382599747763877,0.12362126317313128,2,1,0,0,0,0,1,0,0,0,0,0,0,1
0,-0.7833406678194869,0.1755,1,0.75,0,0.38219275915555445,0.1111111111111111,0.2222222222222222,-0.9145230078181685,-1.3829864116464248,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4,0.8831534759385878,0.205,1,0.0,0,1.1521135619892013,0.1111111111111111,0.3333333333333333,1.1554125902054098,-0.016423228339331162,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,-0.15057409443766168,0.01625,1,0.5,1,0.5586733462030655,0.2222222222222222,0.4444444444444445,0.1345671588214615,0.32841750882576454,1,0,1,0,0,0,0,0,0,1,0,1,0,0
4,0.38195222969555837,0.16825,1,0.75,1,0.7972130407837674,0.2222222222222222,0.1111111111111111,0.7115667504732581,0.3728402238754169,1,0,0,0,0,1,0,1,0,0,0,0,1,0
4,0.9604220014010548,0.027500000000000004,0,0.25,0,1.2296874464056902,0.1111111111111111,0.2222222222222222,0.8245456914959876,-1.1458142889237062,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1,1.0418672039155474,0.4185,2,0.5,1,-0.9171698048206259,0.3333333333333333,0.1111111111111111,1.0686609033486707,0.17632617933373568,2,0,0,0,0,1,0,0,1,0,0,0,1,0
4,-0.6434219865766406,0.2405,0,0.0,1,-0.6922055400128098,0.4444444444444445,0.4444444444444445,-0.8035615478851305,-0.7768798757994765,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4,-0.2069592346400019,0.47150000000000003,0,0.0,1,0.3841321062659666,0.5555555555555556,0.6666666666666665,-0.10954805303122163,-1.6675929589136873,2,1,0,0,0,0,0,0,1,0,0,0,1,0
0,-0.06077553781911849,0.34725000000000006,0,0.25,0,-0.2927000352678946,0.7777777777777777,0.5555555555555556,-0.04700613925078187,-2.2895109696088163,1,0,0,0,0,1,1,0,0,0,0,0,1,0
4,0.21906182466657304,0.24925000000000003,2,0.5,0,-0.934623928814336,0.2222222222222222,0.4444444444444445,0.6813045341278839,0.375851933370309,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,-1.1843016648139104,0.21800000000000003,2,0.5,0,0.5547946519822412,0.3333333333333333,0.2222222222222222,-0.7813692558985227,-0.8913248366053601,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.47426656596961814,0.052000000000000005,0,0.0,0,1.5671338436174145,0.4444444444444445,0.2222222222222222,0.08009516939978814,-1.3378107692230496,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2,-2.34541788527693,0.135,0,0.25,0,0.5024322800011116,0.1111111111111111,0.4444444444444445,-1.7780049142061716,-0.26187755217300235,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,-1.3618104395249833,0.18225000000000002,0,0.5,0,-0.9695321768017556,0.0,0.6666666666666665,-1.9293159959330417,0.17331446983884352,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1.0126304645513702,0.022500000000000003,2,0.75,1,0.03504962639176907,0.0,0.1111111111111111,1.250234201420914,0.7342453632624166,0,0,0,0,0,1,0,1,0,0,0,0,1,0
4,-1.017234582732901,0.221,1,0.25,0,0.9872690576041641,0.0,0.7777777777777777,-0.2810339456550072,0.15675006761693944,2,0,0,1,0,0,1,0,0,0,0,0,1,0
4,-0.5933018619523376,0.12525,0,0.5,1,0.6769735199382102,0.1111111111111111,0.0,-0.11358301521060438,0.053599017416900596,1,0,0,0,0,1,0,0,0,0,1,0,1,0
3,0.26709361076486365,0.06975,0,0.25,1,-1.7937546987269448,0.1111111111111111,0.0,-0.31129616200038146,-0.49001454641104514,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2,0.3882172452735956,0.21325,0,0.25,0,0.3337090813952492,0.3333333333333333,0.1111111111111111,0.14465456426991927,-0.8687370153936723,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4,0.15641166888619468,0.34925000000000006,0,0.0,0,-1.32443269800719,0.3333333333333333,0.3333333333333333,0.13860212100084515,-0.05030496015686262,1,0,0,1,0,0,0,0,0,0,1,1,0,0
0,0.5594610044066314,0.09250000000000001,1,0.75,0,1.3053219837117664,0.1111111111111111,0.1111111111111111,0.6893744584866504,-0.16550284833646894,1,0,0,0,0,1,0,1,0,0,0,0,1,0
4,-2.1177889859415537,0.20450000000000002,2,0.75,0,0.2154089076601045,0.3333333333333333,0.2222222222222222,-2.0079977584310136,-0.8032323338797792,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,-0.08374726160525763,0.20575000000000002,1,0.5,0,1.4934386534217505,0.2222222222222222,0.2222222222222222,-0.03086629053324908,0.4278039221571901,1,0,0,1,0,0,0,1,0,0,0,0,0,1
4,-0.23619597400417913,0.24125000000000002,1,1.0,1,-1.6289101943419069,0.1111111111111111,0.4444444444444445,-0.2689290591168572,1.3569163013312684,2,0,1,0,0,0,0,0,0,1,0,0,0,1
3,-1.2469518205942896,0.32975,0,0.25,1,0.00014137840434934757,0.5555555555555556,0.4444444444444445,-0.9972397324955239,-1.2165894620536601,1,0,1,0,0,0,0,0,0,1,0,0,1,0
4,0.4613090936840377,0.16275,0,0.5,1,-1.683211913433449,0.0,0.1111111111111111,0.08009516939978814,0.2614069725644249,2,0,0,0,1,0,0,0,0,0,1,1,0,0
4,0.8309450127882725,0.8500000000000001,0,0.25,0,-0.49245278764035205,0.5555555555555556,0.0,0.8991924918145765,-0.5269079877234687,2,0,0,1,0,0,0,1,0,0,0,1,0,0
4,-1.785743160305547,0.19775,1,1.0,0,0.6304291892883175,0.2222222222222222,0.5555555555555556,-1.2090752469131414,-1.559171417097587,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2,-1.1571532639757465,0.14675000000000002,1,1.0,1,-0.5467545067318939,0.2222222222222222,0.1111111111111111,-0.42427510302311094,-0.7384805797396085,2,0,1,0,0,0,1,0,0,0,0,0,0,1
3,-1.221891758282138,0.004,1,1.0,0,0.7080030737048056,0.2222222222222222,0.0,-0.9326803376253927,-0.5291667698446375,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3,-0.7687222981373982,0.323,1,0.25,1,-0.25197374594923805,0.6666666666666665,0.7777777777777777,-0.36173318924267117,-0.11129207742841904,1,0,1,0,0,0,0,0,1,0,0,1,0,0
0,-0.09836563128734531,0.533,0,0.25,1,0.30461887473906596,0.2222222222222222,0.3333333333333333,0.05790287741318123,0.027246559336597875,1,1,0,0,0,0,0,0,0,0,1,0,1,0
3,1.3091745352451638,0.13025,0,0.0,0,0.11650220502908186,0.0,0.2222222222222222,1.0565560168105217,-1.2226128810434433,2,0,0,1,0,0,1,0,0,0,0,0,1,0
0,-0.49932662828176966,0.083,1,0.25,0,-0.5448151596214816,0.1111111111111111,0.4444444444444445,-0.7188273421180837,-0.3010297756065937,1,0,1,0,0,0,0,0,1,0,0,1,0,0
4,-1.7836548217795345,0.07550000000000001,0,0.25,0,-0.4013034734509781,0.1111111111111111,0.2222222222222222,-0.870138423844953,-0.682763954084112,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,-2.3600362549590184,0.7177500000000001,2,1.0,1,-1.0800749620952517,0.5555555555555556,0.3333333333333333,-1.767917508757714,-1.5102311378055975,1,0,0,0,0,1,0,1,0,0,0,0,1,0
4,-1.0130579056808753,0.28250000000000003,2,0.5,0,-0.03282752247265855,0.5555555555555556,0.1111111111111111,-1.201005322554375,1.72886242395039,2,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0.972952032557131,0.64575,1,0.5,1,-0.14530965487656639,0.6666666666666665,0.5555555555555556,0.7377940046392487,-1.0163107806433644,2,0,0,0,0,1,0,1,0,0,0,0,1,0
0,-2.314092807386741,0.22250000000000003,1,0.5,1,0.3996468831492643,0.5555555555555556,0.3333333333333333,-2.8391999673839514,-1.5569126349764186,1,0,1,0,0,0,0,1,0,0,0,0,0,1
4,1.3363229360833278,0.083,0,0.25,1,-0.19379333263687162,0.4444444444444445,0.1111111111111111,1.312776115201354,-1.462796713261054,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.12090991394398026,0.11925,1,0.25,0,0.4985535857802869,0.1111111111111111,0.3333333333333333,-0.002621555277567157,0.7319865811412478,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2,-2.234735943398261,0.143,1,0.25,1,0.43067643691585966,0.1111111111111111,0.1111111111111111,-2.102819369646519,-0.8935836187265289,1,0,0,0,1,0,1,0,0,0,0,1,0,0
3,-0.36358462409094916,0.24,1,0.5,1,-0.4556051925425202,0.2222222222222222,0.0,-0.2326143995024089,0.8682664357850959,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,-0.8731392244380292,0.15925,2,0.5,1,-0.26942786994294793,0.1111111111111111,0.0,-0.9689949972398411,0.6709994638696913,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2,-2.1157006474155415,0.10825000000000001,0,0.0,0,0.08741199837289865,0.1111111111111111,0.3333333333333333,-1.7780049142061716,-0.22347825611313324,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3,-0.4596481962875295,0.010750000000000001,1,0.75,0,1.6757372818004985,0.2222222222222222,0.0,-0.057093544699239634,1.3975743795123063,0,0,0,0,0,1,1,0,0,0,0,0,1,0
4,-1.6019693700164357,0.257,2,0.75,0,2.061667356772528,0.3333333333333333,0.1111111111111111,-0.523131676417999,1.532348379408709,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,1.5033900181643378,0.1885,0,0.0,0,-1.0315912843349464,0.1111111111111111,0.3333333333333333,1.312776115201354,-1.6675929589136873,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0.11882157541796694,0.30150000000000005,0,0.5,1,-0.0871292415642003,0.5555555555555556,0.5555555555555556,-0.18621233443950191,0.4940615310448064,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2,0.7411464561697293,0.2465,1,0.25,0,-0.05609968779760491,0.4444444444444445,0.2222222222222222,0.9879616597610068,0.724457307404019,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0.010227972065310351,0.0715,0,0.0,1,-0.4866347463091156,0.3333333333333333,0.0,-0.3496283027045211,-0.7309513060023787,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,1.332146259031302,0.06525,2,1.0,0,1.1947791984182705,0.0,0.2222222222222222,1.312776115201354,0.5467664472054108,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0.20026677793245962,0.03125,0,0.5,0,-0.583602101829726,0.1111111111111111,0.2222222222222222,0.7176191937423331,0.22827816812061674,1,0,0,0,1,0,0,0,0,1,0,0,1,0
2,-0.6288036168945521,0.13625,2,0.5,1,0.41710100714297416,0.2222222222222222,0.3333333333333333,-0.2749815023859322,-1.080309607409812,0,1,0,0,0,0,0,0,0,0,1,1,0,0
4,1.6057186059389563,0.01825,1,0.25,0,0.6071570239633708,0.0,0.5555555555555556,1.312776115201354,-1.0321222554915452,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,-0.994262858946762,0.6975,0,0.25,0,-1.4272180948590372,0.6666666666666665,0.4444444444444445,-1.507662448187498,-0.965864646603929,1,0,0,0,1,0,0,0,0,0,1,0,1,0
0,-2.2389126204502867,0.022500000000000003,2,1.0,1,0.5974602884113096,0.0,0.2222222222222222,-2.284392667718762,-0.46817965257308114,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3,-2.7171421429071776,0.08950000000000001,1,0.75,0,0.45394860224080635,0.2222222222222222,0.1111111111111111,-2.1310641049022006,-0.9252065684228915,1,1,0,0,0,0,0,0,0,1,0,0,1,0
0,1.0878106514878247,0.012750000000000001,0,0.25,0,1.3460482730304224,0.3333333333333333,0.8888888888888888,1.2926013043044384,-0.47495599893658763,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3,1.1233124064300402,0.462,0,0.0,0,0.857332801206546,0.3333333333333333,0.3333333333333333,1.312776115201354,0.982711396590979,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1.4825066329042111,0.07900000000000001,2,0.5,1,-0.8395959204041377,0.4444444444444445,0.5555555555555556,1.312776115201354,1.3215287147662913,1,0,0,0,0,1,0,0,0,1,0,1,0,0
1,0.6262878372390355,1.0,1,0.75,0,-0.7251744408898173,1.0,0.1111111111111111,0.18500418606375124,0.065645855396467,2,0,0,0,0,1,0,0,0,0,1,1,0,0
1,-0.12551403212551016,0.4515,0,0.25,0,-0.6514792506941534,0.6666666666666665,0.7777777777777777,-0.42831006520249365,0.8102910280084316,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,-1.4307256108834008,0.135,1,0.25,0,0.05250375038547893,0.3333333333333333,0.1111111111111111,-1.5641519186988626,1.5827945134481434,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3,1.5472451272106027,0.59075,0,0.25,1,1.2781711241659954,0.6666666666666665,0.8888888888888888,1.312776115201354,0.0588695090329605,1,1,0,0,0,0,0,0,0,1,0,0,0,1
4,-0.11298400096943394,0.0985,1,0.75,0,0.4074042715909133,0.2222222222222222,0.2222222222222222,0.21526640240912542,-0.9560765907455309,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2,0.8163266431061839,0.20450000000000002,1,0.25,0,0.6517620075028516,0.1111111111111111,0.0,0.4573641331721172,1.545901072135721,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2,-0.016920428772853564,0.04050000000000001,0,0.25,0,0.1417137174644404,0.0,0.5555555555555556,-0.41015273539526953,-2.0380332267853625,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.7494998102737798,0.519,2,0.5,1,-0.6320857795900311,0.4444444444444445,0.3333333333333333,1.312776115201354,0.6574467711426795,0,0,0,0,0,1,0,0,0,1,0,0,1,0
3,1.2068459474705453,0.24225,0,0.5,0,0.415161660032562,0.4444444444444445,0.4444444444444445,1.104975562963119,-0.18959652429560178,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2,0.5636376814586562,0.41925,2,0.5,0,-0.03864556380389505,0.5555555555555556,0.0,0.7418289668186323,-0.6503880770140271,2,0,0,1,0,0,0,0,1,0,0,0,1,0
0,-1.5622909380221954,0.17425000000000002,0,0.25,0,-0.232580274845116,0.2222222222222222,0.6666666666666665,-1.5722218430576291,-0.6579173507512558,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,-0.9608494425305599,0.15975,0,0.0,1,-0.5700266720568405,0.2222222222222222,0.6666666666666665,-1.1384634087739354,-1.4462323110391495,1,0,0,1,0,0,0,1,0,0,0,1,0,0
